Location,MMWR_week,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Distributed_Unk_Manuf,Dist_Per_100K,Distributed_Per_100k_5Plus,Distributed_Per_100k_12Plus,Distributed_Per_100k_18Plus,Distributed_Per_100k_65Plus,Administered,Administered_5Plus,Administered_12Plus,Administered_18Plus,Administered_65Plus,Administered_Janssen,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf,Admin_Per_100K,Admin_Per_100k_5Plus,Admin_Per_100k_12Plus,Admin_Per_100k_18Plus,Admin_Per_100k_65Plus,Recip_Administered,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Unk_Manuf,Series_Complete_Janssen_12Plus,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Unk_Manuf_12Plus,Series_Complete_Janssen_18Plus,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Janssen_65Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Unk_Manuf_65Plus,Additional_Doses_Vax_Pct,Additional_Doses_18Plus,Additional_Doses_18Plus_Vax_Pct,Additional_Doses_50Plus,Additional_Doses_50Plus_Vax_Pct,Additional_Doses_65Plus,Additional_Doses_65Plus_Vax_Pct,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,Additional_Doses_Unk_Manuf,Age_65Plus_percentage,majority_old_people_impacted
NE,1,33874815,1328700,11410420,20233120,0,1751172,1828517.0,2038932,2261336,10554320,27187295,26825162.0,26078187,24448960,7455690,813773,9892033,16426136,54991.0,1405459,1487372.0,1612344,1676498,2386143,26920736,11741351,607.0,11727251.0,650.3,11307445,699.2,10491792,719.5,2737499,855.0,10583204,547.3,10575781.0,586.4,10270442,635.0,9540512,654.2,2557885,818.6,768866,3658050,6140823,13992.0,768660,3652203,5835611,13844.0,768077,3650636,5108505,13177.0,61682,1242138,1245975,8076.0,386.8,4476047.0,421.4,3009345.0,543.6,1802036.0,633.7,1806981.0,2708069.0,45152.0,3269.0,31.156834362047437,1.0
NE,2,31445940,1190900,10527300,18453140,0,1625610,1673217.0,1865760,2069274,9657930,24893535,24273081.0,23560265,22068184,6700233,729232,9041373,15072497,50069.0,1286881,1345866.0,1456668,1513246,2144364,24358911,10520430,543.8,10506362.0,582.6,10111392,625.1,9378873,643.3,2438769,760.0,9474406,489.7,9466897.0,524.8,9171504,567.2,8516400,584.0,2277791,729.0,686276,3264339,5509626,12681.0,686092,3258393,5214363,12532.0,685571,3256954,4561851,11907.0,54953,1105965,1109616,7243.0,360.8,4174308.0,391.5,2764030.0,498.3,1636403.0,574.3,1687092.0,2549434.0,43215.0,3086.0,30.712804260263805,0.0
NE,3,28460330,1044300,9329040,16469690,0,1471271,1488677.0,1659986,1841055,8592750,22326137,21529708.0,20876720,19537116,5924222,640653,8143103,13497152,44842.0,1154158,1193757.0,1290752,1339687,1896006,21675598,9303109,481.0,9289105.0,515.1,8930276,552.1,8279109,567.7,2145975,665.0,8357290,431.9,8349642.0,462.9,8077782,499.5,7496601,514.0,1997741,639.3,606414,2871003,4867092,11271.0,606252,2864954,4595319,11126.0,605792,2863661,4016468,10557.0,48363,969896,973086,6381.0,324.5,3765027.0,351.2,2470119.0,443.8,1453531.0,508.9,1522021.0,2321657.0,38750.0,2850.0,30.19202518031239,0.0
NE,4,32614945,1195900,10640200,18910320,0,1686043,1705114.0,1901327,2108723,9842020,25748577,24704900.0,23939848,22385360,6753386,733348,9425237,15538384,51214.0,1331084,1369809.0,1480136,1534994,2161373,24906679,10687947,552.5,10673557.0,591.8,10253019,633.8,9501975,651.3,2457785,760.0,9588443,495.6,9580618.0,531.3,9258927,572.4,8589666,589.0,2283836,730.8,696140,3287304,5590633,12848.0,695956,3281135,5269012,12689.0,695428,3279672,4602388,12051.0,55430,1109009,1112076,7305.0,378.0,4383649.0,407.9,2857241.0,512.9,1674047.0,586.2,1772840.0,2715654.0,44733.0,3197.0,30.176411457998782,0.0
NE,5,33221755,1195900,10692400,19084230,0,1717413,1717652.0,1915308,2124229,9914410,26242110,24868293.0,24079266,22505343,6774013,737404,9661534,15790611,52164.0,1356597,1378869.0,1488756,1543223,2167976,25070524,10724239,554.3,10709710.0,593.7,10279104,635.4,9524173,653.0,2459792,760.0,9625997,497.6,9618060.0,533.2,9282545,573.8,8609183,590.2,2285487,731.3000000000001,697601,3293199,5620683,12988.0,697417,3286943,5285230,12820.0,696888,3285452,4614553,12163.0,55500,1109741,1112904,7326.0,383.3,4456659.0,413.6,2891847.0,518.6,1688317.0,590.6,1802749.0,2767693.0,47217.0,3299.0,29.843125385760022,0.0
NE,6,33860890,1197000,10756600,19202790,0,1750451,1727847.0,1926674,2164778,9973240,26761811,25011546.0,24199101,22870073,6791096,742253,9930317,16035068,53772.0,1383463,1386812.0,1496166,1568233,2173443,25489985,10946746,566.0,10743002.0,595.8,10303571,637.2,9726179,667.0,2461923,760.0,9667425,499.7,9659370.0,535.6,9309009,575.6,8630871,591.7,2287105,731.8,699210,3300423,5653150,13110.0,699026,3294075,5302840,12931.0,698487,3292559,4627440,12256.0,55542,1110491,1113711,7345.0,387.3,4512478.0,417.9,2918326.0,522.8000000000001,1699234.0,594.1,1825094.0,2807325.0,50268.0,3348.0,29.453567227559585,0.0
NE,7,34448830,1197400,10915360,19298370,0,1780848,1741977.0,1942431,2362206,10054800,27347708,25146438.0,24318666,24824112,6809569,746370,10236948,16308495,55487.0,1413750,1394291.0,1503557,1702225,2179354,27493121,12262814,633.8,10767299.0,597.0,10322907,638.3,11001306,754.6,2463473,760.0,9699492,501.5,9691318.0,537.3,9330565,576.8,8648562,593.1,2288632,732.3,700652,3306753,5677338,13213.0,700466,3300308,5316627,13025.0,699923,3298767,4637400,12341.0,55618,1111169,1114453,7376.0,389.7,4552353.0,420.9,2937889.0,525.7,1707327.0,596.6,1841928.0,2834504.0,51605.0,3386.0,29.18763859324105,0.0
NE,8,35433850,1197700,11086040,19377530,0,1831769,1755851.0,1957903,2429747,10134910,28165199,25276617.0,24434685,25666432,6827539,749116,10549146,16808818,57709.0,1456012,1401510.0,1510732,1759982,2185105,28259326,12717219,657.2,10787484.0,598.0,10339110,639.1,11488609,787.8,2464841,760.0,9728102,502.9,9719837.0,538.9,9349033,578.1,8663585,594.2,2289975,732.6999999999999,701486,3311878,5699879,13318.0,701288,3305376,5329109,13119.0,700742,3303818,4646472,12421.0,55649,1111801,1115094,7415.0,391.8,4585795.0,423.3,2954855.0,528.3,1714397.0,598.6,1856226.0,2858972.0,51888.0,3422.0,28.602339288561645,0.0
NE,9,36341330,1239600,11827540,20136620,0,1878679,1762548.0,1965370,2491977,10628597,28902422,25356545.0,24503291,26382201,7388384,750750,10861519,17229843,59893.0,1494118,1405939.0,1514973,1809064,2364600,28991911,13101824,677.4000000000001,10804659.0,599.2,10352747,639.9,11867456,813.9,2850185,883.0,10122247,523.3,9742448.0,540.1999999999999,9363953,578.9,9046887,620.3000000000001,2451547,784.4,702911,3491696,5912164,13926.0,702007,3309524,5339046,13232.0,702156,3483535,4848075,12986.0,55719,1180352,1207676,7783.0,393.7,4613582.0,425.1,2967484.0,530.0,1719470.0,600.2,1867010.0,2880467.0,52114.0,3453.0,29.246582334768707,0.0
NE,10,37306660,1357700,13801540,22140920,0,1928581,1768789.0,1972328,2558168,11939748,29720648,25411380.0,24550756,27185087,9040634,823170,11209456,17625887,61711.0,1536422,1408981.0,1517907,1864119,2893392,29813933,13605523,703.4,10816226.0,599.9,10361630,640.5,12366229,848.3,3958460,1237.4,11305127,584.3000000000001,9758660.0,540.9,9375564,579.6,10221765,700.9,2978136,953.1,776657,4024342,6486994,15582.0,702573,3312812,5346706,13327.0,775875,4015995,5415137,14621.0,61527,1414288,1493344,8960.0,394.8,4632364.0,426.6,2975996.0,531.3,1723143.0,601.1,1873811.0,2895150.0,52267.0,3493.0,32.004333810638634,1.0
NE,11,38197190,1377600,14198780,22614310,0,1974620,1774707.0,1978927,2619236,12224744,30499278,25467209.0,24599147,27945382,9372699,871854,11535247,18028304,63447.0,1576671,1412078.0,1520900,1916255,2999666,30595317,14052311,726.5,10827996.0,600.3,10370593,641.3,12805891,878.1,4065309,1271.4,11655389,602.6,9774561.0,542.0,9387037,580.5,10564260,724.4,3196738,1022.8000000000001,826714,4166745,6644204,16172.0,703153,3316196,5354110,13432.0,825919,4158228,5564796,15180.0,64954,1515385,1607005,9377.0,396.0,4651675.0,427.8,2984656.0,532.6,1726970.0,602.5,1880713.0,2910422.0,52503.0,3533.0,32.00430188712834,1.0
NE,12,39173080,1415200,14562420,23188660,0,2025069,1780376.0,1985247,2686154,12537071,31295883,25519232.0,24644791,28725917,9629951,891780,11845565,18492858,65251.0,1617853,1414962.0,1523721,1969777,3081997,31393857,14564348,753.0,10839303.0,600.8,10379393,641.6,13310940,912.8,4136933,1294.1,11928965,616.8,9788208.0,542.8000000000001,9397150,581.1,10832454,742.8,3375143,1080.1,847070,4279484,6784090,16766.0,703837,3319186,5360468,13513.0,846268,4270865,5699440,15744.0,66710,1595672,1702912,9832.0,397.3,4670200.0,429.1,2993184.0,534.2,1730702.0,603.6,1887131.0,2925588.0,52706.0,3576.0,32.00430244443378,1.0
NE,13,40389050,1527300,14794640,23342480,0,2087928,1788817.0,1994662,2769535,12926234,32266529,25647044.0,24754130,29666679,9940161,921126,12150568,18789316,67099.0,1668031,1422050.0,1530483,2034288,3181279,32374088,15072834,779.2,10861616.0,602.3,10393394,642.4,13805598,946.8,4187029,1309.7,12340247,637.8,9812996.0,544.2,9412090,581.9,11231717,770.4,3604020,1153.4,875691,4451064,6994561,17371.0,706719,3322825,5368778,13622.0,874875,4442321,5898049,16335.0,69416,1716659,1807682,10246.0,402.5,4740847.0,435.09999999999997,3036530.0,541.3,1756435.0,612.3,1924181.0,2961708.0,54085.0,3653.0,32.00430314652115,1.0
NE,14,41805160,1792400,15213840,24066970,0,2161134,1801495.0,2008802,2866639,13379462,33240237,25792400.0,24883352,30561466,10184406,979671,12504575,19347140,68933.0,1718365,1430109.0,1538473,2095643,3259448,33359533,15572040,805.1,10883273.0,603.5,10407930,643.5,14264756,977.9,4223762,1320.8,12773406,660.3000000000001,9837842.0,545.4,9428269,582.8,11627393,797.4,3765988,1205.0,932217,4610674,7211111,17839.0,708965,3326866,5378552,13739.0,929086,4592542,6088870,16757.0,73646,1802642,1879182,10501.0,406.8,4802320.0,440.0,3073732.0,547.1,1778272.0,618.9000000000001,1954892.0,2995064.0,55199.0,3822.0,32.004331522711546,1.0
NE,15,43037080,1875200,15598840,24825060,0,2224819,1816832.0,2025899,2951112,13773721,34340904,25899456.0,24986207,31678439,10372453,1083193,12853655,19992019,70711.0,1775268,1436045.0,1544831,2172235,3319631,34466845,16148504,834.6999999999999,10894204.0,604.2,10417116,644.2,14842180,1017.5,4263663,1332.7,13316664,688.6999999999999,9850444.0,546.1,9438669,583.5,12190894,835.6999999999999,3863934,1236.4,1034730,4768034,7494005,18325.0,709496,3330046,5385098,13881.0,1033831,4759133,6380556,17235.0,80026,1861750,1911396,10744.0,407.6,4817365.0,440.8,3082632.0,548.1,1783507.0,619.8,1960692.0,3005775.0,55427.0,4019.0,32.00431116609212,1.0
NE,16,44315390,1879400,16082440,25610120,0,2290902,1828718.0,2039155,3038769,14182840,35236112,26037126.0,25119006,32539280,10529831,1121625,13176398,20522957,72471.0,1821545,1443676.0,1553043,2231265,3369997,35370036,16526102,854.4,10907809.0,604.9,10428606,644.8,15194624,1042.1000000000001,4289695,1339.9,13763568,711.6,9865657.0,547.1,9451395,584.5,12631115,866.2,3921172,1254.7,1071815,4943476,7727905,18797.0,710157,3334045,5392990,14055.0,1070858,4934435,6608005,17678.0,81661,1899183,1929425,10885.0,408.7,4834983.0,441.9,3093186.0,549.1,1789733.0,620.7,1967377.0,3018663.0,55631.0,4219.0,32.00432174917111,1.0
NE,17,45407590,1882900,16437240,26333310,0,2347366,1840956.0,2052801,3113662,14532396,35940936,26164310.0,25242447,33215642,10654522,1126639,13424758,20971277,73941.0,1857981,1450729.0,1560675,2277644,3409907,36086047,16726605,864.8000000000001,10919665.0,605.5,10438880,645.4,15376869,1054.5,4308384,1344.9,14171429,732.6,9878599.0,547.6999999999999,9462370,585.1,13030872,893.5,3957332,1266.1,1075755,5092216,7982677,19190.0,710677,3337534,5399794,14205.0,1074771,5083086,6854842,18024.0,82059,1921069,1943116,11069.0,409.5,4850157.0,442.7,3102001.0,550.1,1794639.0,621.5,1972758.0,3030299.0,55695.0,4320.0,32.00433231536842,1.0
NE,18,46137850,1903400,16688720,26781070,0,2385116,1852449.0,2065615,3163736,14766108,36628845,26267818.0,25342949,33866480,10761836,1136738,13631840,21437500,75901.0,1893541,1456470.0,1566887,2322273,3444249,36780269,16882723,872.8,10928951.0,606.1,10446914,645.9000000000001,15517552,1063.9,4325448,1349.6,14627265,756.3,9888646.0,548.3000000000001,9470790,585.7,13466434,923.5,3991118,1277.2,1086299,5225506,8294004,19849.0,711083,3340048,5405156,14328.0,1085310,5216318,7146009,18634.0,83488,1937132,1959124,11355.0,410.0,4862508.0,443.6,3109231.0,551.0,1798763.0,622.2,1977026.0,3039608.0,55815.0,4449.0,32.00432616604372,1.0
NE,19,46759830,1919600,16917780,27146150,0,2417270,1863084.0,2429504,3206389,14965152,37377408,26371743.0,30189013,34576717,10875318,1156042,13859891,21934208,77872.0,1932241,1462230.0,1866506,2370973,3480571,37531829,17083682,883.2,10939745.0,606.7,13093101,809.7,15708148,1077.1,4347395,1355.9,15107642,781.2,9899908.0,548.9,11741714,725.9,13920825,954.6,4029411,1289.1,1106255,5375702,8603729,20338.0,882587,4222601,6619442,16898.0,1105238,5366436,7429885,19092.0,85560,1951956,1980291,11585.0,410.9,4876706.0,444.5,3117180.0,551.8,1803209.0,622.9,1982186.0,3050323.0,55906.0,4614.0,32.004290862477475,1.0
NE,20,41904880,1779800,15442580,24682500,0,2166289,1568379.0,2590867,2873476,13411374,33949880,22617248.0,33162656,31500666,9810683,1073192,12759977,20048396,68315.0,1755053,1254055.0,2050357,2160046,3139841,34091676,15798809,816.8000000000001,9532302.0,528.5,15378428,950.8,14560851,998.7,4039330,1263.9,14054284,726.5,8626913.0,478.09999999999997,13691400,846.6,13012007,892.4,3753281,1201.0,1029685,5037795,7968763,18041.0,1029412,5037390,7606725,17873.0,1028779,5035689,6930401,17138.0,80089,1819351,1843176,10665.0,355.59999999999997,4218136.0,385.7,2702122.0,479.5,1564871.0,542.5,1718208.0,2611081.0,48762.0,3479.0,32.004325033265815,1.0
NE,21,42312270,1790400,15543420,24978450,0,2187348,1578388.0,2616052,2901412,13541738,34416871,22716740.0,33626044,31879103,9893186,1088752,12911755,20346140,70224.0,1779196,1259573.0,2079008,2185996,3166245,34561356,15995247,826.8,9542020.0,529.0,15573557,962.6999999999999,14688126,1007.3,4051841,1267.3,14256434,736.7,8636532.0,478.6,13892022,858.9,13197263,905.0999999999999,3774781,1208.1,1045029,5117655,8075303,18447.0,1044756,5117225,7711777,18264.0,1044091,5115445,7020218,17509.0,81860,1830738,1851342,10841.0,356.6,4231158.0,386.7,2709299.0,480.5,1568748.0,543.0,1722813.0,2621929.0,48822.0,3744.0,32.00428150037802,1.0
NE,22,42790170,1804500,15677600,25308070,0,2212054,1591224.0,2645599,2934182,13694688,34698252,22756981.0,33905889,32113758,9936122,1099769,13010490,20516694,71299.0,1793741,1261804.0,2096310,2202087,3179986,34845875,16120774,833.2,9546933.0,529.1999999999999,15698370,970.4,14775829,1013.3,4060060,1269.8,14388937,743.6999999999999,8640815.0,478.80000000000007,14023860,867.0,13321784,913.5,3789600,1213.1,1055935,5173613,8140645,18744.0,1055662,5173177,7776466,18555.0,1054992,5171348,7077674,17770.0,82850,1839431,1856381,10938.0,357.0,4236636.0,387.09999999999997,2712349.0,480.90000000000003,1570404.0,543.1999999999999,1724837.0,2626406.0,48852.0,3850.0,32.00428509632002,1.0
NE,23,43152890,1809500,15781220,25562170,0,2230806,1602092.0,2668028,2959054,13810794,35047127,22876210.0,34245149,32381097,10011432,1110236,13117433,20746636,72822.0,1811777,1268415.0,2117285,2220417,3204088,35195127,16228249,838.5999999999999,9559223.0,530.1999999999999,15803526,976.8,14851894,1018.6,4068909,1271.5,14542144,751.6999999999999,8652492.0,479.79999999999995,14175312,876.4,13433931,921.1,3804295,1217.7,1066385,5221098,8235482,19179.0,1066112,5220652,7869563,18985.0,1065430,5218779,7131578,18144.0,83843,1847706,1861672,11074.0,358.5,4252006.0,388.1,2720866.0,481.90000000000003,1575083.0,544.1999999999999,1730527.0,2645000.0,48882.0,4030.0,32.004331575475014,1.0
NE,24,35137120,1509000,12963540,20664580,0,1816427,1149816.0,2172437,2409402,11245397,28816215,16403909.0,28237221,26706711,8259782,928898,10857305,16970468,59544.0,1489665,909545.0,1745832,1831316,2643487,28939587,13587953,702.3,6834302.0,379.0,13282994,821.4,12499703,857.2,3455109,1083.4,12239388,632.5,6186377.0,343.0,11976309,740.4,11352853,778.7,3241221,1037.5,898167,4428660,6896698,15863.0,897946,4428293,6634349,15721.0,897394,4426740,6013669,15050.0,70953,1575296,1585687,9285.0,256.9,3045175.0,277.7,1947876.0,344.70000000000005,1127446.0,389.2,1239028.0,1899883.0,34939.0,2976.0,32.004321925075246,1.0
NE,25,18702790,907600,7221180,10574010,0,966848,231658.0,1156345,1282477,5985695,16015802,3298239.0,15896825,15137399,4682542,554283,6267424,9162910,31185.0,827943,182877.0,982858,1037992,1498614,16088783,8235709,426.0,1368596.0,75.9,8173222,505.4,7754682,531.6,2224472,707.3,7484520,387.1,1239015.0,68.7,7431289,459.3,7114601,487.9,2111399,675.7,549654,2827798,4098287,8781.0,549531,2827609,4045397,8752.0,549243,2826761,3730115,8482.0,43738,1032246,1029834,5581.0,51.6,611260.0,55.7,390778.0,69.1,226111.0,78.0,248539.0,383110.0,7019.0,624.0,32.00428919963278,1.0
NE,26,18867380,907900,7289180,10670300,0,975357,234957.0,1166520,1293763,6038379,16339561,3300533.0,16218417,15400501,4731181,567946,6374363,9365354,31898.0,844681,183004.0,1002742,1056034,1514181,16424288,8367454,432.5,1370043.0,76.0,8303831,513.5,7862553,539.1,2238548,711.9,7682568,397.2,1239591.0,68.7,7629063,471.8,7276186,498.7,2141137,685.3,563654,2897095,4212809,9010.0,563523,2896900,4159663,8977.0,563221,2896000,3808282,8683.0,44901,1050217,1040336,5683.0,52.1,616026.0,56.1,392592.0,69.3,226737.0,78.1,250010.0,387729.0,7039.0,658.0,32.00433234503148,1.0
NE,27,18975790,907900,7346800,10721090,0,980961,236603.0,1173221,1301196,6073071,16452835,3309765.0,16329804,15484287,4744137,577463,6400935,9442005,32432.0,850536,183516.0,1009629,1061780,1518329,16539276,8416590,435.1,1371181.0,76.0,8352081,516.5,7900131,541.6999999999999,2242063,713.0,7746658,400.5,1240694.0,68.8,7692946,475.6,7323540,502.1,2146560,686.8,572932,2910745,4253804,9177.0,572801,2910547,4200460,9138.0,572492,2909615,3832607,8826.0,45544,1052295,1042971,5750.0,52.2,617454.0,56.2,393311.0,69.4,227071.0,78.1,250525.0,389735.0,7042.0,682.0,32.00431180994309,1.0
NE,28,19112020,907900,7398280,10805840,0,988003,238101.0,1181642,1310539,6116667,16573939,3316901.0,16448893,15572324,4758496,582906,6431463,9526589,32981.0,856797,183912.0,1016991,1067817,1522923,16661214,8471583,437.9,1372140.0,76.1,8405773,519.7,7940198,544.5,2246276,714.1,7808337,403.7,1241585.0,68.8,7754463,479.4,7368247,505.2,2152262,688.8,578359,2924702,4295950,9326.0,578228,2924502,4242447,9286.0,577916,2923545,3857826,8960.0,46171,1054450,1045838,5803.0,52.3,618444.0,56.2,393816.0,69.5,227320.0,78.2,250854.0,391257.0,7047.0,701.0,32.004293633012104,1.0
NE,29,19251260,907900,7458620,10884740,0,995202,239769.0,1190252,1320087,6161235,16691456,3317138.0,16566365,15657534,4770218,587695,6457199,9613010,33552.0,862872,183925.0,1024253,1073659,1526675,16780531,8534143,441.2,1372361.0,76.1,8468269,523.5,7985442,547.8,2250835,715.6,7864025,406.5,1241827.0,68.9,7810127,482.8,7409106,507.9,2157115,690.3,583454,2935440,4335622,9509.0,583316,2935245,4282097,9469.0,582999,2934281,3882699,9127.0,46671,1056313,1048252,5879.0,52.3,618537.0,56.2,393859.0,69.5,227337.0,78.2,250893.0,391325.0,7047.0,701.0,32.004320756147905,1.0
NE,30,19483990,908100,7534720,11040770,0,1007231,241928.0,1204642,1336044,6235709,16869165,3343120.0,16739184,15789048,4795290,593694,6503455,9737715,34184.0,872058,185366.0,1034938,1082678,1534698,16958864,8630786,446.2,1374995.0,76.2,8562886,529.4,8054577,552.2,2257751,717.8,7924187,409.7,1244318.0,69.0,7869309,486.5,7453939,511.2,2163295,692.3,589073,2949980,4375400,9672.0,588926,2949317,4321406,9625.0,588600,2948337,3907702,9271.0,47254,1058811,1051273,5952.0,52.7,621845.0,56.4,395609.0,69.7,228139.0,78.3,251992.0,396001.0,7067.0,710.0,32.004271199071646,1.0
NE,31,19719080,908200,7619760,11189920,0,1019386,243464.0,1219178,1352166,6310954,17056439,3355454.0,16923581,15925160,4813517,600620,6546988,9873669,35043.0,881740,186049.0,1046339,1092012,1540533,17146218,8751452,452.5,1376244.0,76.3,8682429,536.9,8142351,558.4,2265290,720.2,7982618,412.7,1245408.0,69.1,7927242,490.2,7496581,514.0,2167989,693.7,595559,2962168,4414892,9919.0,595412,2961308,4360622,9866.0,595061,2960316,3931689,9486.0,47949,1060388,1053606,6041.0,52.9,623294.0,56.5,396375.0,69.7,228503.0,78.4,252528.0,398544.0,7070.0,737.0,32.0043024319593,1.0
NE,32,19967610,908300,7702040,11355070,0,1032234,245111.0,1234545,1369208,6390499,17239774,3364719.0,17103731,16055767,4829472,607731,6589417,10006720,35785.0,891217,186563.0,1057477,1100967,1545638,17331549,8870675,458.6,1377638.0,76.4,8800711,544.1,8228488,564.2,2272612,722.4,8042337,415.8,1247253.0,69.2,7986031,493.8,7539020,517.0,2172533,695.2,602182,2975050,4454908,10086.0,602035,2973569,4400360,10031.0,601662,2972548,3955140,9639.0,48565,1062183,1055653,6127.0,53.0,624625.0,56.6,396973.0,69.8,228766.0,78.4,253091.0,401016.0,7078.0,746.0,32.00432600596667,1.0
NE,33,20249450,908400,7802740,11535310,200,1046804,246186.0,1251969,1388534,6480691,17432809,3372391.0,17294445,16198267,4847663,614513,6632698,10148949,36517.0,901197,186989.0,1069268,1110738,1551462,17522162,8981154,464.2,1378875.0,76.5,8910388,550.7,8311689,569.9,2279574,724.6,8113360,419.4,1248228.0,69.2,8056551,498.0,7589097,520.4,2177954,697.1,609896,2987393,4505919,10034.0,609749,2985704,4451087,9974.0,609348,2984655,3985489,9573.0,49478,1064101,1058216,6153.0,53.2,625703.0,56.6,397495.0,69.9,229021.0,78.5,253409.0,403096.0,7082.0,760.0,32.00428159777179,1.0
NE,34,20640740,908500,7919040,11810400,0,1067030,247057.0,1276159,1415364,6605925,17641684,3377782.0,17501682,16364037,4873666,621289,6683401,10299697,37158.0,911993,187287.0,1082082,1122104,1559783,17728319,9078198,469.2,1379714.0,76.5,9006797,556.8,8391092,575.3,2286631,726.8000000000001,8202824,424.1,1248904.0,69.2,8145619,503.5,7654808,524.9,2184575,699.1,616900,3003826,4571885,10091.0,616753,3001925,4516877,10026.0,616317,3000857,4027989,9612.0,50201,1066584,1061591,6193.0,53.2,626503.0,56.7,397891.0,69.9,229216.0,78.5,253644.0,404329.0,7083.0,783.0,32.00430314029439,1.0
NE,35,21078240,908500,8061380,12105060,0,1089649,248310.0,1303212,1445364,6745942,17880000,3384049.0,17738181,16555093,4902287,628743,6737511,10475671,37926.0,924314,187635.0,1096704,1135205,1568942,17963080,9180823,474.8,1380702.0,76.6,9108691,563.1,8477472,581.4,2293847,729.0,8312278,429.8,1249794.0,69.3,8254564,510.4,7734907,530.5,2191894,701.5,623910,3025760,4652186,10289.0,623761,3023565,4596975,10223.0,623320,3022483,4079287,9782.0,50821,1069341,1065457,6269.0,53.3,627496.0,56.8,398381.0,70.0,229460.0,78.6,253995.0,405567.0,7086.0,812.0,32.00429447619915,1.0
NE,36,21437140,908500,8159040,12366300,0,1108201,250240.0,1325399,1469975,6860807,18052929,3390005.0,17909290,16693607,4923457,633132,6779867,10601393,38378.0,933253,187965.0,1107284,1144705,1575718,18134094,9247446,478.0,1381807.0,76.6,9174617,567.3,8533616,585.3000000000001,2299024,730.6,8399152,434.0,1250853.0,69.4,8340859,515.6,7799014,534.7,2197726,703.3,627858,3046074,4714709,10371.0,627709,3043590,4659217,10302.0,627267,3042494,4119360,9857.0,51219,1071673,1068527,6301.0,53.4,628292.0,56.8,398764.0,70.0,229627.0,78.6,254231.0,406624.0,7094.0,832.0,32.004301879821654,1.0
NE,37,21858050,916500,8259720,12677830,0,1129961,256350.0,1351425,1498837,6995518,18217928,3393524.0,18073385,16832394,4944219,637824,6824655,10716341,38941.0,941784,188160.0,1117429,1154221,1582362,18296628,9310558,481.2,1382422.0,76.7,9237400,571.0,8588170,588.9,2303725,732.1,8483331,438.7,1251466.0,69.4,8424707,520.8,7866154,539.4,2203407,705.3,632087,3067921,4772665,10509.0,631933,3065258,4717031,10438.0,631486,3064146,4160501,9979.0,51514,1074080,1071440,6366.0,53.4,628738.0,56.8,399029.0,70.0,229779.0,78.6,254467.0,407022.0,7094.0,847.0,32.00430962505805,1.0
NE,38,22141340,937200,8341260,12858680,0,1144607,258523.0,1368939,1518263,7086177,18395337,3402151.0,18249605,16986732,4970153,642590,6872055,10840881,39632.0,950953,188639.0,1128324,1164803,1590663,18470090,9373450,484.5,1383319.0,76.7,9299849,575.0,8643215,592.6,2308630,733.6,8572618,443.4,1252375.0,69.4,8513629,526.5,7941196,544.5,2209404,707.1,636522,3089921,4835357,10621.0,636366,3087087,4779577,10548.0,635904,3085955,4209208,10083.0,51807,1076471,1074707,6411.0,53.4,629473.0,56.8,399443.0,70.1,230029.0,78.7,254694.0,407780.0,7095.0,860.0,32.00428248696782,1.0
NE,39,22546260,954000,8446480,13141380,0,1165539,263231.0,1393975,1546029,7215779,18609334,3437511.0,18461661,17180518,5036209,646436,6919550,11002272,40882.0,962016,190599.0,1141435,1178093,1611804,18680033,9429374,487.6,1385254.0,76.8,9355058,578.4,8692321,596.1,2315857,735.8,8650570,447.2,1254345.0,69.5,8590925,531.1,8007407,549.0,2215852,709.2,639781,3108173,4891467,10809.0,639625,3105032,4835473,10736.0,639160,3103891,4254038,10264.0,52008,1078737,1078594,6505.0,53.5,631848.0,57.0,400915.0,70.2,230950.0,78.9,255267.0,410083.0,7100.0,887.0,32.00432799054034,1.0
