Location,MMWR_week,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Distributed_Unk_Manuf,Dist_Per_100K,Distributed_Per_100k_5Plus,Distributed_Per_100k_12Plus,Distributed_Per_100k_18Plus,Distributed_Per_100k_65Plus,Administered,Administered_5Plus,Administered_12Plus,Administered_18Plus,Administered_65Plus,Administered_Janssen,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf,Admin_Per_100K,Admin_Per_100k_5Plus,Admin_Per_100k_12Plus,Admin_Per_100k_18Plus,Admin_Per_100k_65Plus,Recip_Administered,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Unk_Manuf,Series_Complete_Janssen_12Plus,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Unk_Manuf_12Plus,Series_Complete_Janssen_18Plus,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Janssen_65Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Unk_Manuf_65Plus,Additional_Doses_Vax_Pct,Additional_Doses_18Plus,Additional_Doses_18Plus_Vax_Pct,Additional_Doses_50Plus,Additional_Doses_50Plus_Vax_Pct,Additional_Doses_65Plus,Additional_Doses_65Plus_Vax_Pct,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,Additional_Doses_Unk_Manuf,Age_65Plus_percentage,majority_old_people_impacted
PA,48,206842050,11145600,80162960,115489490,0,1615703,1708864.0,1866549,2034369,8642321,155090767,154908281.0,152621553,144198411,47056261,5431386,60651688,88994688,11343.0,1211458,1279804.0,1377261,1418245,1966115,155561977,84773173,662.1,84677419.0,699.5,82993344,745.1,78358816,764.6,24157994,794.3000000000001,61754857,482.2,61699463.0,509.8,61211093,552.4,57681937,567.3,16649696,690.0,5385604,22827032,33521534,4941.0,5385001,22787871,33032706,4923.0,5381472,22771556,29523769,4570.0,689313,7823682,8134453,2167.0,148.8,11743890.0,157.7,8786874.0,210.3,5690312.0,267.1,5299950.0,6597055.0,93966.0,379.0,4.178222464919488,1.0
PA,49,210218640,11340200,80621220,118212620,0,1642080,1736760.0,1897019,2067580,8783420,158758359,158571335.0,155714908,147220283,47939952,5497708,62064080,91183493,11360.0,1240107,1310066.0,1405176,1447967,2003038,159267461,85947863,671.4,85850227.0,709.2,83984763,754.0,79316589,766.7,24347900,779.6,62634802,489.4,62577564.0,517.0,61709629,556.8,58148290,571.9,16759083,694.2,5444372,23004960,34163961,4990.0,5443734,22964592,33295714,4972.0,5440134,22948053,29754889,4619.0,695544,7879149,8182106,2197.0,168.1,13347430.0,179.0,9880981.0,236.2,6238467.0,292.3,6117483.0,7379221.0,103117.0,392.0,4.17823081721012,1.0
PA,50,214208330,11543000,81614540,120997990,0,1673243,1769724.0,1933021,2106819,8950110,162394709,162203530.0,158812586,150230415,48732572,5557212,63424789,93399560,11362.0,1268513,1340075.0,1433128,1477573,2036155,162917367,87057872,680.1,86958369.0,718.4,84942525,759.9,80237336,760.0,24513628,760.0,63494680,495.9,63435872.0,524.0,62193514,561.3,58597803,576.5,16857360,698.3,5495424,23177176,34799883,5047.0,5494768,23135708,33557366,5029.0,5491122,23118969,29982419,4673.0,701637,7927018,8226376,2239.0,187.2,14961303.0,200.2,10925114.0,260.5,6729861.0,314.6,6900942.0,8215095.0,112228.0,420.0,4.17822686914183,1.0
PA,51,217762020,11708700,81379840,124184430,43400,1701000,1795843.0,1961552,2137916,9082220,165104014,164889045.0,161118613,152481717,49205591,5592795,64375421,95122598,11368.0,1289674,1362261.0,1453938,1499716,2055919,165574968,82766384,646.6,82665266.0,683.0,80494498,720.0,75915760,732.1,22115473,760.0,65549075,512.1,65489109.0,540.8,64033698,577.8,60304107,593.2,17423998,721.7,5520835,23951420,36054329,5082.0,5520179,23908922,34598871,5061.0,5516597,23891724,30890446,4701.0,703495,8190234,8527940,2239.0,241.3,19717686.0,258.90000000000003,14484932.0,337.59999999999997,8983820.0,409.2,8948025.0,10961506.0,119313.0,433.0,4.170708923438532,1.0
PA,52,221004980,11790600,81170840,126387790,0,1726336,1812639.0,1979898,2157912,9167150,167443776,166875585.0,162902344,154178733,49523928,5616549,65116953,96697033,11372.0,1307952,1378674.0,1470036,1516407,2069221,167530972,81402973,636.0,81300642.0,671.7,79030325,708.9,74479266,725.9,21190711,760.0,66451205,519.2,66390552.0,548.3,64838548,585.2,61045827,600.4,17652449,731.4,5539415,24273756,36615374,5124.0,5538759,24230650,35063354,5106.0,5535192,24213193,31292043,4746.0,704723,8295583,8649809,2244.0,267.6,22028444.0,287.1,16116149.0,373.0,9968405.0,450.3,9958787.0,12305956.0,122901.0,454.0,4.147938204831402,1.0
PA,53,2925325,0,0,0,0,22851,0.0,0,0,0,849300,0.0,0,0,0,0,180287,669013,0.0,6634,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE,1,19656000,823000,7343380,11056595,0,2018559,2092037.0,2289426,2496360,10177950,15068405,14944696.0,14622040,13772874,4637624,532697,5825556,8692473,17516.0,1547438,1626109.0,1741119,1788239,2454991,14660814,6873750,705.9,6867545.0,747.3,6681962,793.1,6267858,809.4,1860252,855.0,5735805,589.2,5733307.0,623.7,5611102,668.1,5258826,682.8,1597556,838.5,495171,2042848,3190748,5599.0,495072,2042103,3068284,5581.0,494630,2040917,2717743,5475.0,88510,659250,846865,2922.0,337.40000000000003,2127847.0,363.0,1604956.0,469.59999999999997,995018.0,559.4,944138.0,1181894.0,35522.0,228.0,51.78037240537241,1.0
DE,2,18228260,752400,6778060,10108200,0,1871939,1919652.0,2100775,2290657,9339290,13746267,13526282.0,13215974,12442720,4171725,477760,5300402,7951947,15991.0,1411661,1471776.0,1573692,1615534,2208361,13279216,6177802,634.5,6171657.0,671.6,5995085,711.4,5622176,725.6,1660592,760.0,5138505,527.6,5136005.0,558.8,5016375,597.2,4699930,610.1,1424570,747.0,442486,1826226,2863203,5137.0,442398,1825484,2743313,5115.0,442005,1824400,2428444,5017.0,78936,587967,755020,2638.0,315.3,1994306.0,338.3,1481707.0,432.1,906732.0,508.20000000000005,887891.0,1112807.0,33693.0,234.0,51.235224865127,0.0
DE,3,16490905,664800,6037680,9061425,0,1693522,1715661.0,1877541,2047243,8346860,12366888,12023233.0,11734966,11041638,3694038,421158,4782693,7148614,14253.0,1270009,1308231.0,1397341,1433621,1955490,11849798,5479688,562.6,5473639.0,595.6,5310167,629.7,4977613,641.6,1462979,665.0,4539684,466.2,4537173.0,493.7,4425501,526.9,4144680,538.2,1251506,655.3,390861,1609171,2533589,4596.0,390784,1608435,2421642,4575.0,390440,1607468,2142223,4485.0,69371,516473,663310,2343.0,286.0,1818228.0,306.3,1335269.0,387.3,809982.0,452.1,810064.0,1021926.0,31080.0,229.0,50.61492986588668,0.0
DE,4,18969185,766700,6883160,10383300,0,1948027,1962587.0,2147763,2341892,9548180,14376663,13825360.0,13483547,12677192,4213051,483804,5608924,8267370,16395.0,1476401,1504319.0,1605553,1645979,2230237,13650057,6309330,648.0,6303071.0,685.9,6108829,724.9,5724521,738.7,1675619,760.0,5211376,535.1,5208815.0,566.7,5075126,604.5,4751631,616.8,1430755,750.2,449102,1843445,2912078,5278.0,449014,1842684,2778107,5256.0,448621,1841588,2456203,5155.0,79488,590334,758227,2697.0,336.4,2137148.0,359.1,1552695.0,449.9,935044.0,521.9,952972.0,1206635.0,36981.0,257.0,50.3352147179755,0.0
DE,5,19247440,767300,6918860,10486780,0,1976604,1977797.0,2164406,2360041,9622180,14724243,13954463.0,13598308,12775945,4229322,486599,5767907,8452986,16578.0,1512095,1518365.0,1619217,1658799,2238850,13780212,6346714,651.7,6340374.0,690.0,6139326,728.3,5751556,742.3,1678710,760.0,5236459,537.9,5233850.0,569.4,5092902,606.6,4766735,618.9,1432728,751.1,450675,1848910,2930024,5372.0,450587,1848147,2788752,5350.0,450194,1847042,2464191,5243.0,79623,591091,759269,2736.0,344.9,2193985.0,367.59999999999997,1580294.0,457.2,945750.0,527.3000000000001,978616.0,1245868.0,38176.0,291.0,49.99199893596239,0.0
DE,6,19561900,772200,6965360,10593240,0,2008895,1994974.0,2183205,2404954,9705740,14994188,14061959.0,13692255,12991555,4241786,488892,5865975,8622417,16731.0,1539816,1530062.0,1630405,1686794,2245447,14026508,6486994,666.2,6371233.0,693.4,6164504,731.3,5877474,758.5,1681104,760.0,5263195,540.5,5260565.0,572.4,5111737,608.8,4782588,620.9,1434445,752.0,452028,1855253,2949007,5423.0,451940,1854487,2799844,5400.0,451546,1853364,2472325,5288.0,79687,591819,760166,2764.0,350.7,2235548.0,373.6,1600373.0,462.1,953141.0,530.9,996959.0,1275237.0,39100.0,315.0,49.61552814399419,0.0
DE,7,19902920,775700,7079020,10692600,0,2043914,2018533.0,2208987,2584151,9820330,15286096,14153382.0,13771593,14008905,4253392,490824,6003919,8774346,16834.0,1569794,1540011.0,1639852,1818885,2251589,15058869,7235491,743.0,6394185.0,695.7,6182387,733.5,6595883,851.4,1682819,760.0,5286570,542.8,5283911.0,574.9,5128149,610.7,4796374,622.8,1436073,752.8,452949,1860968,2965714,5451.0,452861,1860195,2809599,5428.0,452461,1859064,2479468,5316.0,79737,592582,760970,2775.0,354.2,2262839.0,377.0,1613977.0,465.3,958661.0,533.4,1008569.0,1295466.0,39615.0,342.0,49.34115195157294,0.0
DE,8,20565975,777600,7209800,10771960,0,2112008,2041615.0,2234246,2670241,9932630,15605282,14239271.0,13846301,14340413,4264342,492613,6155510,8939943,17038.0,1602573,1549357.0,1648749,1861926,2257389,15361684,7364759,756.3,6414305.0,697.9,6197833,735.3,6746085,871.3000000000001,1684322,760.0,5309193,545.3,5306510.0,577.4,5144480,612.6,4810164,624.5,1437636,753.6999999999999,453789,1866458,2981950,5493.0,453701,1865681,2819559,5470.0,453301,1864542,2486902,5351.0,79801,593300,761739,2787.0,356.5,2284610.0,379.4,1625287.0,468.0,963286.0,535.4,1017490.0,1312219.0,39982.0,364.0,48.296421638166926,0.0
DE,9,21154515,800800,7594000,11172350,0,2172448,2051087.0,2244611,2746656,10360354,15974950,14288550.0,13888564,14696200,4585882,493573,6304746,9159100,17352.0,1640539,1554717.0,1653782,1908123,2427599,15726162,7498060,770.0,6428459.0,699.5,6209244,736.6,6874974,887.9,1890198,868.3,5509094,566.0,5323322.0,579.2,5157197,614.2,5003980,649.8,1544327,810.3000000000001,454532,1959937,3087520,5596.0,454433,1869722,2827423,5550.0,454044,1958005,2586432,5431.0,79860,647129,814507,2822.0,358.0,2299507.0,381.0,1633035.0,469.7,966529.0,536.8,1023578.0,1323554.0,40239.0,397.0,48.97467041905711,0.0
DE,10,21719785,855100,8616900,12243185,0,2230498,2061834.0,2256373,2820049,11497676,16400547,14335667.0,13928797,15107955,5539435,502911,6454126,9425817,17511.0,1684242,1559845.0,1658571,1961584,2932378,16140827,7710814,791.9,6441155.0,700.8000000000001,6219246,737.7,7083248,914.8,2487234,1183.8,6082374,624.8000000000001,5338671.0,580.9,5168575,615.6,5571296,723.3,1885582,990.8,463983,2232012,3379159,5707.0,455058,1873679,2834171,5597.0,463495,2230036,2872163,5533.0,88169,817010,977529,2865.0,359.6,2313584.0,382.6,1640255.0,471.3,969660.0,538.1,1029184.0,1334582.0,40481.0,414.0,52.936417188291685,1.0
DE,11,22200525,862200,8842500,12491125,0,2279868,2069506.0,2264769,2882465,11752169,16811148,14373055.0,13960208,15506366,5745069,536086,6590733,9666449,17696.0,1726410,1563911.0,1662311,2013311,3041230,16541194,7989421,820.4,6451274.0,702.0,6227132,738.6,7357592,950.4,2615675,1251.3,6219831,638.8,5350864.0,582.1999999999999,5177252,616.5,5703489,740.5,1973162,1037.1,496944,2284251,3431357,5756.0,455483,1876424,2839643,5632.0,496456,2282217,2919174,5573.0,110726,854914,1004633,2880.0,360.70000000000005,2324159.0,383.90000000000003,1645801.0,472.6,972200.0,539.0,1033175.0,1343050.0,40644.0,442.0,52.93644632277841,1.0
DE,12,22741095,877700,9032000,12826695,0,2335379,2080002.0,2276253,2952652,12038330,17227801,14404475.0,13987404,15914118,5894695,543521,6735128,9931082,17883.0,1769198,1567332.0,1665550,2066254,3120437,16953333,8291227,851.5,6459393.0,702.9,6233713,739.4,7656018,989.2,2694523,1292.7,6323300,649.3,5359744.0,583.2,5183627,617.3,5803326,753.5,2036452,1070.5,506060,2313139,3496743,5833.0,455843,1878300,2843741,5673.0,505569,2311087,2980968,5633.0,113251,875737,1044545,2910.0,361.7,2333409.0,385.1,1650844.0,473.6,974445.0,540.0,1036714.0,1350062.0,40780.0,461.0,52.93645710551756,1.0
DE,13,23368675,916600,9118300,12847475,0,2399829,2088297.0,2285331,3034138,12370550,17707729,14432648.0,14012134,16382158,6040015,565708,6830626,10083323,18139.0,1818483,1570396.0,1668495,2127022,3197365,17425772,8601418,883.3000000000001,6467126.0,703.7,6240320,740.1,7959912,1028.6,2737670,1315.0,6492329,666.9,5368144.0,584.0,5189835,618.0,5968743,775.0,2129987,1120.1,527928,2346109,3610862,5901.0,456229,1880158,2847677,5700.0,527397,2343918,3091664,5694.0,114576,898628,1113827,2947.0,362.7,2341754.0,386.1,1655485.0,474.5,976501.0,541.0,1040248.0,1355925.0,40928.0,487.0,52.93646302154487,1.0
DE,14,24126915,1054000,9364100,13217435,0,2477696,2103844.0,2302347,3132584,12771929,18238297,14504856.0,14081153,16874948,6200219,600355,7042606,10365729,18969.0,1872968,1578252.0,1676713,2191005,3282171,17941591,8909318,914.8,6478327.0,704.9,6250409,741.2,8244470,1065.4,2772537,1331.5,6682200,686.4,5380064.0,585.3,5199891,619.3,6146081,797.9,2218649,1166.9,561564,2390105,3722714,6284.0,456688,1883833,2853560,5738.0,559612,2385358,3195064,5976.0,116859,923596,1175078,3107.0,364.1,2355830.0,387.7,1665897.0,476.7,983196.0,543.2,1046456.0,1364800.0,41070.0,507.0,52.93643634090807,1.0
DE,15,24896735,1139200,9601600,13660755,0,2556753,2123467.0,2323821,3232537,13179438,18846545,14611991.0,14185699,17494284,6394925,652147,7248970,10714676,19401.0,1935430,1589911.0,1689162,2271419,3385243,18531870,9184571,943.1999999999999,6491168.0,706.3,6262276,742.7,8527863,1102.3,2809702,1348.6,6963957,715.1999999999999,5393750.0,587.0,5212235,620.7,6434797,835.2,2320126,1219.3,609272,2463866,3882909,6374.0,457069,1888872,2860434,5788.0,608671,2461780,3358130,6145.0,122166,955823,1238894,3234.0,366.1,2374432.0,389.7,1681153.0,479.5,993913.0,546.9,1055002.0,1375769.0,41202.0,531.0,52.93641113985428,1.0
DE,16,25673895,1148000,9919500,14104255,0,2636564,2140069.0,2341989,3333441,13590837,19454685,14718027.0,14289533,18082215,6542613,690251,7458330,11074587,19613.0,1997886,1601449.0,1701526,2347755,3463424,19122791,9437072,969.0,6502998.0,707.6,6273148,744.0,8769137,1133.6,2839033,1361.9,7258274,745.4,5406821.0,588.4,5224231,622.1,6723677,872.8,2383449,1249.9,645713,2550806,4053764,6454.0,457469,1893790,2867081,5819.0,645079,2548692,3523613,6222.0,125443,978903,1275794,3300.0,368.1,2392733.0,392.0,1696348.0,482.3,1004350.0,550.7,1063774.0,1386257.0,41329.0,543.0,52.9364048579306,1.0
DE,17,26400205,1161400,10248200,14484145,0,2711150,2153520.0,2356710,3427743,13975310,19997652,14795528.0,14365060,18607638,6643816,733753,7685505,11346742,19726.0,2053646,1609881.0,1710521,2415972,3516996,19656547,9655415,991.5,6512668.0,708.7,6281925,745.1,8977140,1160.7,2861727,1372.1,7555354,775.7,5417013.0,589.3,5233489,623.3,7016061,911.0,2423406,1268.8,687811,2665979,4193461,6566.0,457827,1897589,2872148,5853.0,687155,2663793,3658712,6330.0,127652,995445,1296934,3366.0,369.6,2406207.0,393.5,1707309.0,484.3,1011683.0,553.3,1069898.0,1394460.0,41395.0,535.0,52.936369244102465,1.0
DE,18,27087575,1192500,10534940,14844225,0,2781741,2169292.0,2373969,3516991,14339187,20463208,14882823.0,14450168,19054476,6737091,743453,7905659,11579354,20080.0,2101455,1619378.0,1720653,2473990,3566372,20111435,9801897,1006.6,6523221.0,709.6999999999999,6291673,746.2,9114247,1178.5,2879581,1379.5,7806677,801.7,5428087.0,590.6,5243445,624.4,7260638,942.6,2455359,1283.3,697865,2781317,4319237,6718.0,458215,1901648,2877628,5881.0,697205,2779050,3777829,6482.0,129209,1009701,1312980,3460.0,371.20000000000005,2420929.0,395.1,1718831.0,486.5,1019148.0,555.6,1076342.0,1403588.0,41496.0,557.0,52.93639980692255,1.0
DE,19,27646875,1216300,10755360,15148565,0,2839176,2181734.0,2784974,3589608,14635263,20851854,14949106.0,17067713,19421013,6810713,755343,8058634,11802819,20379.0,2141367,1626591.0,2032338,2521581,3605345,20489190,9927692,1019.4,6532001.0,710.9,7762619,921.3,9230990,1193.2,2895655,1386.5,8020473,823.6,5437341.0,591.7,6376610,759.3,7463788,969.0,2482076,1295.7,710310,2856754,4445037,6832.0,567215,2319881,3483147,6294.0,709646,2854384,3893094,6592.0,131346,1021248,1325955,3518.0,372.3,2432417.0,396.4,1727824.0,488.1,1025070.0,557.4,1081301.0,1410799.0,41570.0,580.0,52.93640963038319,1.0
DE,20,24878030,1133200,9878720,13866110,0,2554831,1832837.0,2962352,3230109,13169535,18999762,12869787.0,18628467,17732234,6169681,700833,7441429,10839519,17981.0,1951167,1400343.0,2218186,2302312,3266004,18660078,9183670,943.2,5685800.0,618.7,8981065,1069.4,8550802,1108.8,2683247,1296.3,7451723,765.3000000000001,4734691.0,515.1,7291224,868.1,6960245,903.9,2308258,1209.0,661312,2670005,4114393,6013.0,661193,2669895,3954158,5978.0,660700,2668478,3625238,5829.0,122754,950213,1232119,3172.0,322.0,2098944.0,343.7,1493577.0,423.8,887422.0,485.2,934753.0,1207470.0,36301.0,464.0,52.93640613826738,1.0
DE,21,25359660,1145300,10047520,14166840,0,2604293,1846426.0,3019700,3292643,13424496,19350716,12944506.0,18976639,18026522,6235699,715075,7587354,11030085,18202.0,1987209,1408474.0,2259641,2340523,3300953,19007701,9338797,959.0,5696202.0,619.8,9135085,1087.7,8662812,1122.3,2697128,1301.8,7601322,780.6,4744358.0,516.3,7439781,885.8,7101099,922.1,2327931,1217.7,675160,2742444,4177634,6084.0,675041,2742328,4016363,6049.0,674542,2740829,3679833,5895.0,124454,960139,1240124,3214.0,323.9,2112603.0,345.4,1503622.0,425.6,893657.0,487.2,940875.0,1216455.0,36411.0,488.0,52.936419494583134,1.0
DE,22,25731950,1156900,10158420,14416630,0,2642522,1860440.0,3064034,3340979,13621560,19624088,13003444.0,19246873,18258436,6287104,724716,7702776,11178104,18492.0,2015282,1414886.0,2291820,2370633,3328165,19275722,9451247,970.7,5704153.0,620.5,9246647,1100.9,8745569,1132.1,2707892,1306.2,7721870,793.0,4751841.0,516.9,7559498,900.0,7213721,936.6,2343835,1224.8,684571,2802871,4228221,6207.0,684452,2802750,4066124,6172.0,683948,2801203,3722552,6018.0,125819,968053,1246693,3270.0,325.1,2122552.0,346.4,1511212.0,426.9,898207.0,488.5,945070.0,1224372.0,36476.0,507.0,52.936368988747454,1.0
DE,23,25958960,1163100,10239640,14556220,0,2665836,1871027.0,3091062,3370456,13741743,19849438,13067486.0,19467812,18435847,6331979,730461,7788964,11311273,18740.0,2038424,1421854.0,2318130,2393670,3351920,19496994,9523682,978.1,5713114.0,621.6,9318057,1109.5,8802904,1138.6,2716182,1309.3,7829832,804.2,4760449.0,517.8,7666353,912.8,7294369,947.2,2355722,1229.7,690301,2844712,4288483,6336.0,690176,2844586,4125290,6301.0,689672,2843018,3755542,6137.0,126638,973893,1251848,3343.0,326.40000000000003,2133204.0,347.70000000000005,1519089.0,428.5,902863.0,490.29999999999995,949575.0,1233679.0,36541.0,511.0,52.936415788614035,1.0
DE,24,21173620,964100,8392700,11816820,0,2174412,1344044.0,2521250,2749135,11208558,16313371,9358358.0,16038614,15179835,5200957,610899,6411454,9276662,14356.0,1675289,1018268.0,1909797,1970913,2753198,16016180,7950554,816.4,4084582.0,444.5,7802953,929.1,7377938,954.5,2294123,1122.1,6592649,677.0,3403899.0,370.29999999999995,6475343,771.1999999999999,6152897,799.1,1997824,1044.7,581057,2405105,3601523,4964.0,580952,2405007,3484445,4939.0,580544,2403706,3163828,4819.0,107348,825946,1061892,2638.0,233.8,1527954.0,248.8,1088069.0,306.59999999999997,646593.0,350.8,680092.0,884994.0,26122.0,365.0,52.93642749799042,1.0
DE,25,11375410,561300,4588680,6225430,0,1168189,270635.0,1354527,1476957,6021727,8976322,1878728.0,8919576,8473190,2896016,366810,3569916,5034400,5196.0,921818,204422.0,1062098,1100140,1533046,8789037,4732061,485.9,818012.0,89.0,4701499,559.8000000000001,4469176,579.5,1441738,744.5,3965541,407.3,681807.0,74.2,3941705,469.3,3768178,489.3,1268830,669.0,357118,1483900,2122447,2076.0,357051,1483858,2098725,2071.0,356826,1483085,1926220,2047.0,68013,524252,675392,1173.0,46.9,306781.0,49.9,218452.0,61.5,129818.0,70.3,136497.0,178245.0,5238.0,73.0,52.93635130513977,1.0
DE,26,11473500,561400,4635880,6276220,0,1178262,274323.0,1366205,1489693,6073658,9154775,1880661.0,9097018,8625969,2913822,373667,3638615,5136988,5505.0,940144,204632.0,1083228,1119975,1542473,8965680,4783686,491.2,819427.0,89.2,4752503,566.0,4510947,584.8,1447638,747.5,4089927,419.9,682724.0,74.3,4065952,484.2,3878337,503.6,1280637,675.0,363656,1533643,2190370,2258.0,363589,1533601,2166509,2253.0,363360,1532821,1979928,2228.0,69543,529241,680604,1249.0,47.4,309800.0,50.3,219856.0,61.8,130474.0,70.6,138013.0,180140.0,5252.0,75.0,52.93640127249749,1.0
DE,27,11541880,561400,4676460,6304020,0,1185286,275771.0,1374347,1498571,6109856,9247433,1884792.0,9188923,8700787,2924049,380164,3669290,5192187,5792.0,949660,205082.0,1094170,1129690,1547886,9056375,4823542,495.3,820212.0,89.2,4791904,570.5,4543705,588.9,1451638,749.5,4142683,425.4,683317.0,74.4,4118626,490.5,3921925,509.3,1286210,677.8,369701,1551446,2219170,2366.0,369634,1551404,2195227,2361.0,369395,1550615,1999579,2336.0,70496,531483,682932,1299.0,47.5,310525.0,50.4,220356.0,61.9,130753.0,70.6,138286.0,180864.0,5259.0,75.0,52.936402041955034,1.0
DE,28,11656780,561400,4729420,6365960,0,1197086,277451.0,1388031,1513491,6170675,9327522,1889361.0,9268208,8765291,2934540,384588,3695975,5240722,6237.0,957884,205579.0,1103611,1138067,1553440,9134430,4858120,499.0,821131.0,89.3,4826053,574.6,4572151,592.4,1455435,751.5,4185503,429.8,684046.0,74.4,4161298,495.5,3956771,513.6,1291606,680.7,373716,1566158,2243106,2523.0,373649,1566115,2219017,2517.0,373410,1565308,2015563,2490.0,70937,533914,685383,1372.0,47.6,311365.0,50.5,220902.0,62.0,131069.0,70.7,138595.0,181684.0,5262.0,75.0,52.936359783748166,1.0
DE,29,11743480,561400,4779720,6402360,0,1205989,279017.0,1398355,1524747,6216577,9408576,1896045.0,9348019,8829879,2945955,387920,3718830,5294954,6872.0,966208,206306.0,1113115,1146451,1559482,9214448,4894452,502.7,822315.0,89.5,4861744,579.0,4601284,596.2,1459417,753.3,4226024,433.9,685002.0,74.5,4201689,500.3,3989585,517.9,1296890,683.3,376855,1577910,2268476,2783.0,376788,1577867,2244258,2776.0,376542,1577058,2033238,2747.0,71251,536053,688096,1490.0,47.8,312558.0,50.6,221700.0,62.1,131514.0,70.9,139080.0,182736.0,5269.0,78.0,52.936412375207354,1.0
DE,30,11880230,561500,4848120,6469710,0,1220031,281640.0,1414638,1542502,6288960,9495146,1901900.0,9433724,8900479,2957549,391322,3744811,5351369,7624.0,975097,206943.0,1123321,1155617,1565618,9299282,4939280,507.1,823250.0,89.6,4906205,584.3,4637954,600.7,1464430,755.9,4263509,437.7,685827.0,74.6,4239017,504.7,4020811,522.0,1301367,685.6,380149,1589325,2290917,3103.0,380082,1589243,2266588,3096.0,379836,1588432,2049468,3067.0,71705,537853,690165,1643.0,47.9,313547.0,50.7,222360.0,62.2,131879.0,71.0,139506.0,183540.0,5275.0,80.0,52.93634887540056,1.0
DE,31,12012810,561500,4905440,6544570,0,1233647,282745.0,1430426,1559717,6359144,9590175,1907811.0,9527664,8977863,2969421,395312,3774233,5412526,8073.0,984856,207586.0,1134506,1165667,1571904,9392413,4993827,512.8,824200.0,89.7,4960357,590.5,4682650,606.6,1469809,758.6,4299505,441.5,686654.0,74.7,4274798,509.0,4050852,525.9,1305759,687.8,384058,1600633,2311556,3240.0,383991,1600457,2287109,3233.0,383745,1599628,2064272,3199.0,72419,539439,692203,1697.0,48.0,314635.0,50.9,223084.0,62.4,132294.0,71.1,139907.0,184592.0,5281.0,81.0,52.93635710545659,1.0
DE,32,12167550,561500,4963380,6641070,0,1249538,285357.0,1448852,1579808,6441064,9683492,1913309.0,9619825,9053062,2979963,398709,3800985,5475242,8520.0,994440,208184.0,1145481,1175428,1577485,9484585,5049545,518.4,825282.0,89.8,5015543,597.3,4727791,612.4,1474884,761.1,4333522,445.0,687857.0,74.8,4308638,513.1,4078934,529.6,1309316,689.6,387485,1609954,2332662,3402.0,387415,1609724,2308096,3395.0,387169,1608887,2079512,3358.0,72758,540681,694117,1759.0,48.2,315688.0,50.9,223727.0,62.5,132642.0,71.2,140295.0,185686.0,5290.0,82.0,52.936408726489724,1.0
DE,33,12420270,561500,5026840,6829730,0,1275491,286271.0,1478943,1612620,6574839,9782293,1917465.0,9717568,9132024,2992866,401582,3828193,5543546,8927.0,1004586,208637.0,1157119,1185682,1584316,9581316,5103634,524.0,826112.0,89.9,5069187,603.6,4771197,617.9,1479864,763.7,4371094,448.8,688544.0,74.9,4346019,517.5,4109105,533.5,1313599,691.9,391385,1617680,2358544,3464.0,391311,1617411,2333832,3457.0,391065,1616557,2098056,3419.0,73259,541894,696610,1835.0,48.3,316396.0,51.0,224157.0,62.6,132859.0,71.3,140542.0,186526.0,5301.0,85.0,52.936361286831925,1.0
DE,34,12673680,561500,5109460,7000320,0,1301516,287881.0,1509119,1645523,6708990,9894524,1921246.0,9828840,9224721,3013355,404560,3861740,5618944,9229.0,1016111,209048.0,1170369,1197717,1595161,9690662,5155685,529.5,826911.0,90.0,5120873,609.7,4813322,623.2,1485190,766.4,4416714,453.5,689164.0,75.0,4391435,523.0,4146633,538.4,1319471,694.8,395000,1629181,2388976,3534.0,394926,1628884,2364090,3525.0,394676,1628011,2120449,3487.0,73618,544103,699861,1888.0,48.4,317097.0,51.1,224538.0,62.6,133070.0,71.4,140777.0,187356.0,5305.0,88.0,52.93640047720945,1.0
